rank,arch,hidden,seq_len,epochs,lr,ewma,th_name,recalc_n,precision,recall,f1,accuracy,seg_det,seg_total,score
212,GRU-AE,256,100,30,0.005,0.3,TH2 α3.5 w80 r1,1,44.9,50.0,47.1,67.0,4,6,47.1
213,GRU-AE,64,100,30,0.005,0.3,TH2 α3.5 w80 r1,1,44.4,50.0,46.9,66.9,4,6,46.9
214,GRU-AE,64,50,30,0.005,0.3,TH3 z3-10 w120 r10,10,43.6,50.0,46.3,74.1,4,6,46.3
215,GRU-AE,128,100,30,0.005,0.3,TH3 z3-10 w120 r10,10,43.6,50.0,46.3,74.1,4,6,46.3
216,GRU-AE,256,50,30,0.005,0.3,TH2 α4.5 w80 r10,10,42.9,50.0,45.8,76.9,4,6,45.8
217,GRU-AE,128,50,30,0.005,0.3,TH4 α3 w150 c2 r10,10,42.2,50.0,45.4,66.1,4,6,45.4
218,GRU-AE,128,50,30,0.005,0.3,TH4 α3 w150 c5 r10,10,42.2,50.0,45.4,66.1,4,6,45.4
219,GRU-AE,64,100,30,0.005,0.3,TH2 α4.5 w80 r10,10,40.1,50.0,43.8,66.0,4,6,43.8
220,GRU-AE,256,100,30,0.005,0.3,TH2 α4.5 w80 r10,10,40.1,50.0,43.8,66.0,4,6,43.8
221,GRU-AE,64,50,30,0.005,0.3,TH2 α4.5 w80 r30,30,36.2,50.0,40.5,75.7,4,6,40.5
222,GRU-AE,128,50,30,0.005,0.3,TH2 α4.5 w80 r30,30,36.1,50.0,40.4,75.7,4,6,40.4
223,GRU-AE,256,100,30,0.005,0.3,TH2 α4.5 w80 r30,30,34.4,50.0,38.7,63.7,4,6,38.7
224,GRU-AE,64,50,30,0.005,0.3,TH3 z3-10 w120 r1,1,24.3,25.0,24.6,59.9,3,6,24.6
225,GRU-AE,128,100,30,0.005,0.3,TH3 z3-10 w120 r1,1,24.3,25.0,24.6,59.9,3,6,24.6
226,GRU-AE,64,50,30,0.005,0.3,TH2 α3.5 w80 r1,1,23.6,25.0,24.3,59.9,3,6,24.3
227,GRU-AE,64,50,30,0.005,0.3,TH2 α4.5 w80 r1,1,23.6,25.0,24.3,59.9,3,6,24.3
228,GRU-AE,128,50,30,0.005,0.3,TH2 α4.5 w80 r1,1,23.6,25.0,24.3,59.9,3,6,24.3
229,GRU-AE,128,50,30,0.005,0.3,TH3 z3-10 w120 r1,1,23.6,25.0,24.3,59.8,3,6,24.3
230,GRU-AE,256,50,30,0.005,0.3,TH2 α4.5 w80 r1,1,23.6,25.0,24.3,59.9,3,6,24.3
231,GRU-AE,64,50,30,0.005,0.3,TH3 z3-10 w80 r1,1,23.0,25.0,24.0,59.8,3,6,24.0
232,GRU-AE,64,50,30,0.005,0.3,TH2 α4.5 w80 r10,10,18.2,25.0,21.1,59.4,3,6,21.1
233,GRU-AE,64,50,30,0.005,0.3,TH2 α3.5 w80 r10,10,17.9,25.0,20.8,59.4,3,6,20.8
234,GRU-AE,128,50,30,0.005,0.3,TH2 α4.5 w80 r10,10,17.9,25.0,20.8,59.4,3,6,20.8
