rank,arch,hidden,seq_len,epochs,lr,ewma,th_name,recalc_n,precision,recall,f1,accuracy,seg_det,seg_total,score
363,"GRU-AE",64,30,50,0.005,0.3,"TH3 z1-5 w100 r50",50,51.2,75.0,56.7,83.0,5,6,56.7
364,"GRU-AE",64,30,50,0.005,0.3,"TH3 z3-5 w100 r5",5,47.3,50.0,48.6,74.3,4,6,48.6
365,"GRU-AE",64,10,50,0.005,0.3,"TH3 z3-10 w100 r5",5,44.0,50.0,46.6,73.5,4,6,46.6
366,"GRU-AE",8,100,30,0.005,0.3,"TH2 α1.5 w200 r10",10,44.0,50.0,46.6,77.1,4,6,46.6
367,"GRU-AE",64,30,50,0.005,0.3,"TH3 z3-10 w80 r5",5,43.6,50.0,46.3,76.9,4,6,46.3
368,"GRU-AE",128,100,30,0.005,0.3,"TH2 α3.5 w100 r5",5,43.6,50.0,46.3,66.6,4,6,46.3
369,"GRU-AE",8,100,50,0.005,0.3,"TH4 α3.5 w500 c5 r10",10,42.2,50.0,45.4,66.3,4,6,45.4
370,"GRU-AE",64,100,30,0.005,0.3,"TH4 α3.5 w500 c2 r10",10,42.2,50.0,45.4,66.3,4,6,45.4
371,"GRU-AE",64,100,50,0.005,0.3,"TH4 α3.5 w500 c5 r10",10,42.2,50.0,45.4,66.3,4,6,45.4
372,"GRU-AE",64,100,50,0.005,0.3,"TH4 α3.5 w500 c2 r10",10,42.2,50.0,45.4,66.3,4,6,45.4
373,"GRU-AE",64,100,50,0.005,0.3,"TH4 α3.5 w500 c5 r10",10,42.2,50.0,45.4,66.3,4,6,45.4
374,"GRU-AE",64,100,50,0.005,0.3,"TH4 α3.5 w500 c2 r10",10,42.2,50.0,45.4,66.3,4,6,45.4
375,"GRU-AE",64,100,50,0.005,0.3,"TH4 α3.5 w500 c5 r10",10,42.2,50.0,45.4,66.3,4,6,45.4
376,"GRU-AE",64,100,50,0.005,0.3,"TH4 α3.5 w500 c2 r10",10,42.2,50.0,45.4,66.3,4,6,45.4
377,"GRU-AE",64,100,50,0.005,0.3,"TH4 α2 w500 c2 r10",10,36.5,50.0,40.8,63.8,4,6,40.8
378,"GRU-AE",64,100,50,0.005,0.3,"TH4 α2 w500 c5 r10",10,36.5,50.0,40.8,63.8,4,6,40.8
379,"GRU-AE",64,100,50,0.005,0.3,"TH4 α2 w500 c2 r10",10,36.5,50.0,40.8,63.8,4,6,40.8
380,"GRU-AE",64,100,50,0.005,0.3,"TH4 α2 w500 c5 r10",10,36.5,50.0,40.8,63.8,4,6,40.8
381,"GRU-AE",128,100,30,0.005,0.3,"TH4 α2 w500 c2 r10",10,35.2,50.0,39.5,63.1,4,6,39.5
382,"GRU-AE",64,100,50,0.005,0.3,"TH4 α3.5 w500 c5 r50",50,34.1,50.0,38.4,61.0,4,6,38.4
383,"GRU-AE",64,100,50,0.005,0.3,"TH4 α3.5 w500 c2 r50",50,34.1,50.0,38.4,61.0,4,6,38.4
384,"GRU-AE",64,100,50,0.005,0.3,"TH4 α3.5 w500 c5 r50",50,34.1,50.0,38.4,61.0,4,6,38.4
385,"GRU-AE",64,100,50,0.005,0.3,"TH4 α3.5 w500 c2 r50",50,34.1,50.0,38.4,61.0,4,6,38.4
386,"GRU-AE",64,100,50,0.005,0.3,"TH4 α3.5 w500 c5 r50",50,34.1,50.0,38.4,61.0,4,6,38.4
387,"GRU-AE",64,100,50,0.005,0.3,"TH4 α3.5 w500 c2 r50",50,34.1,50.0,38.4,61.0,4,6,38.4
388,"GRU-AE",128,10,30,0.005,0.3,"TH4 α3.5 w500 c5 r50",50,33.3,50.0,38.1,61.8,4,6,38.1
389,"GRU-AE",8,10,30,0.005,0.3,"TH3 z2-10 w80 r50",50,31.5,50.0,36.8,73.0,4,6,36.8
390,"GRU-AE",64,100,50,0.005,0.3,"TH2 α3.5 w200 r5",5,24.3,25.0,24.6,59.9,3,6,24.6
391,"GRU-AE",64,100,50,0.005,0.3,"TH2 α3.5 w200 r5",5,24.3,25.0,24.6,59.9,3,6,24.6
392,"GRU-AE",64,100,50,0.005,0.3,"TH2 α3.5 w200 r5",5,24.3,25.0,24.6,59.9,3,6,24.6
393,"GRU-AE",64,100,50,0.005,0.3,"TH2 α3.5 w200 r10",10,23.6,25.0,24.3,59.9,3,6,24.3
394,"GRU-AE",64,100,50,0.005,0.3,"TH2 α3.5 w200 r50",50,23.6,25.0,24.3,59.9,3,6,24.3
395,"GRU-AE",64,100,50,0.005,0.3,"TH2 α3.5 w200 r10",10,23.6,25.0,24.3,59.9,3,6,24.3
396,"GRU-AE",64,100,30,0.005,0.3,"TH2 α3.5 w200 r50",50,23.6,25.0,24.3,59.9,3,6,24.3
397,"GRU-AE",64,100,50,0.005,0.3,"TH2 α3.5 w200 r50",50,23.6,25.0,24.3,59.9,3,6,24.3
398,"GRU-AE",128,100,30,0.005,0.3,"TH2 α3.5 w200 r10",10,23.6,25.0,24.3,59.9,3,6,24.3
399,"GRU-AE",64,10,50,0.005,0.3,"TH2 α3.5 w200 r10",10,22.4,25.0,23.6,59.8,3,6,23.6
400,"GRU-AE",64,10,50,0.005,0.3,"TH2 α3.5 w100 r10",10,15.9,25.0,19.4,58.7,3,6,19.4
