rank,arch,hidden,seq_len,epochs,lr,ewma,th_name,recalc_n,precision,recall,f1,accuracy,seg_det,seg_total,score
312,GRU-AE,128,150,30,0.005,0.3,TH2 α3.5 w80 r50,50,79.1,100,83.8,94.1,6,6,83.8
313,GRU-AE,128,150,30,0.005,0.3,TH2 α3.5 w80 r50,50,79.1,100,83.8,94.1,6,6,83.8
314,GRU-AE,128,150,30,0.005,0.3,TH1 P99 w100 r50,50,78.8,100,83.7,93.9,6,6,83.7
315,GRU-AE,128,150,30,0.005,0.3,TH1 P99 w100 r50,50,78.8,100,83.7,93.9,6,6,83.7
316,GRU-AE,128,150,30,0.005,0.3,TH1 P99 w100 r50,50,78.8,100,83.7,93.9,6,6,83.7
317,GRU-AE,128,100,30,0.005,0.3,TH3 z1-10 w80 r5,5,74.6,100,83.1,91.7,6,6,83.1
318,GRU-AE,256,150,30,0.005,0.3,TH3 z1-10 w80 r10,10,75.9,100,82.8,93.2,6,6,82.8
319,GRU-AE,8,100,30,0.005,0.3,TH3 z1-10 w120 r10,10,73.6,100,82.4,90.8,6,6,82.4
320,GRU-AE,8,150,30,0.005,0.3,TH2 α1.5 w80 r50,50,76,100,82.2,92.9,6,6,82.2
321,GRU-AE,256,150,30,0.005,0.3,TH2 α1.5 w80 r50,50,75.8,100,82.1,92.8,6,6,82.1
322,GRU-AE,128,150,30,0.005,0.3,TH2 α1.5 w80 r50,50,75.8,100,82.1,92.8,6,6,82.1
323,GRU-AE,128,150,30,0.005,0.3,TH1 P99 w50 r50,50,77,100,82,92.5,6,6,82
324,GRU-AE,128,150,30,0.005,0.3,TH1 P99 w50 r50,50,77,100,82,92.5,6,6,82
325,GRU-AE,128,150,30,0.005,0.3,TH1 P99 w50 r50,50,77,100,82,92.5,6,6,82
326,GRU-AE,128,100,30,0.005,0.3,TH3 z1-10 w120 r1,1,72.8,100,81.8,90.2,6,6,81.8
327,GRU-AE,128,100,30,0.005,0.3,TH3 z1-10 w120 r1,1,72.8,100,81.8,90.2,6,6,81.8
328,GRU-AE,128,150,30,0.005,0.3,TH2 α3.5 w40 r50,50,76.8,100,81.8,92.4,6,6,81.8
329,GRU-AE,128,150,30,0.005,0.3,TH2 α3.5 w40 r50,50,76.8,100,81.8,92.4,6,6,81.8
330,GRU-AE,128,150,30,0.005,0.3,TH2 α3.5 w40 r50,50,76.8,100,81.8,92.4,6,6,81.8
331,GRU-AE,8,150,30,0.005,0.3,TH1 P99 w50 r50,50,76.4,100,81.2,91.8,6,6,81.2
332,GRU-AE,128,100,30,0.005,0.3,TH2 α3.5 w80 r50,50,74.6,100,80.9,90.6,6,6,80.9
333,GRU-AE,8,100,30,0.005,0.3,TH3 z1-10 w40 r5,5,73.3,100,80.5,91.1,6,6,80.5
334,GRU-AE,8,150,30,0.005,0.3,TH2 α3.5 w40 r50,50,73.6,100,79.6,90.6,6,6,79.6
335,GRU-AE,8,100,30,0.005,0.3,TH3 z1-10 w80 r10,10,71.5,100,79,89.5,6,6,79
336,GRU-AE,128,150,30,0.005,0.3,TH2 α1.5 w40 r50,50,72,100,78.7,89.8,6,6,78.7
337,GRU-AE,128,150,30,0.005,0.3,TH2 α1.5 w40 r50,50,72,100,78.7,89.8,6,6,78.7
338,GRU-AE,128,100,30,0.005,0.3,TH2 α1.5 w80 r50,50,71.5,100,78.5,88.3,6,6,78.5
339,GRU-AE,128,100,30,0.005,0.3,TH2 α1.5 w80 r50,50,71.5,100,78.5,88.3,6,6,78.5
340,GRU-AE,8,150,30,0.005,0.3,TH2 α1.5 w40 r50,50,71.4,100,78.2,89.4,6,6,78.2
341,GRU-AE,8,150,30,0.005,0.3,TH2 α1.5 w40 r50,50,71.4,100,78.2,89.4,6,6,78.2
342,GRU-AE,128,30,30,0.005,0.3,TH2 α1.5 w40 r50,50,67.2,100,75.1,84.2,6,6,75.1
343,GRU-AE,256,100,30,0.005,0.3,TH3 z3-10 w120 r5,5,73.7,75,74.3,92,5,6,74.3
344,GRU-AE,128,100,30,0.005,0.3,TH3 z3-10 w120 r5,5,73.7,75,74.3,92,5,6,74.3
345,GRU-AE,8,30,30,0.005,0.3,TH3 z1-10 w40 r10,10,64.5,100,74.2,83.4,6,6,74.2
346,GRU-AE,8,150,30,0.005,0.3,TH4 α3.5 w200 c2 r1,1,71,75,72.9,81.5,5,6,72.9
347,GRU-AE,8,150,30,0.005,0.3,TH4 α3.5 w200 c5 r1,1,71,75,72.9,81.5,5,6,72.9
348,GRU-AE,128,150,30,0.005,0.3,TH4 α3.5 w200 c2 r1,1,71,75,72.9,81.6,5,6,72.9
349,GRU-AE,128,150,30,0.005,0.3,TH4 α3.5 w200 c5 r1,1,71,75,72.9,81.6,5,6,72.9
350,GRU-AE,128,150,30,0.005,0.3,TH4 α3.5 w200 c2 r1,1,71,75,72.9,81.6,5,6,72.9
351,GRU-AE,128,150,30,0.005,0.3,TH4 α3.5 w200 c5 r1,1,71,75,72.9,81.6,5,6,72.9
352,GRU-AE,128,150,30,0.005,0.3,TH4 α3.5 w200 c5 r1,1,71,75,72.9,81.6,5,6,72.9
353,GRU-AE,128,150,30,0.005,0.3,TH4 α3.5 w200 c2 r1,1,71,75,72.9,81.6,5,6,72.9
354,GRU-AE,128,150,30,0.005,0.3,TH3 z3-10 w80 r1,1,70.9,75,72.8,81.7,5,6,72.8
355,GRU-AE,128,150,30,0.005,0.3,TH3 z3-10 w80 r1,1,70.9,75,72.8,81.7,5,6,72.8
356,GRU-AE,128,150,30,0.005,0.3,TH3 z3-10 w80 r1,1,70.9,75,72.8,81.7,5,6,72.8
357,GRU-AE,8,150,30,0.005,0.3,TH3 z3-10 w80 r1,1,70.7,75,72.7,81.6,5,6,72.7
358,GRU-AE,8,150,30,0.005,0.3,TH3 z3-10 w80 r5,5,70.5,75,72.5,81.5,5,6,72.5
359,GRU-AE,8,150,30,0.005,0.3,TH4 α3.5 w200 c5 r5,5,70,75,72.3,81.2,5,6,72.3
360,GRU-AE,8,150,30,0.005,0.3,TH4 α3.5 w200 c2 r5,5,70,75,72.3,81.2,5,6,72.3
361,GRU-AE,8,150,30,0.005,0.3,TH4 α3.5 w200 c5 r5,5,70,75,72.3,81.2,5,6,72.3
362,GRU-AE,8,150,30,0.005,0.3,TH4 α3.5 w200 c2 r5,5,70,75,72.3,81.2,5,6,72.3
363,GRU-AE,128,150,30,0.005,0.3,TH4 α3.5 w200 c5 r5,5,70,75,72.3,81.4,5,6,72.3
364,GRU-AE,128,150,30,0.005,0.3,TH4 α3.5 w200 c2 r5,5,70,75,72.3,81.4,5,6,72.3
365,GRU-AE,128,150,30,0.005,0.3,TH4 α3.5 w200 c2 r5,5,70,75,72.3,81.4,5,6,72.3
366,GRU-AE,128,150,30,0.005,0.3,TH4 α3.5 w200 c5 r5,5,70,75,72.3,81.4,5,6,72.3
367,GRU-AE,256,150,30,0.005,0.3,TH4 α3.5 w200 c5 r5,5,70,75,72.3,81.4,5,6,72.3
368,GRU-AE,128,150,30,0.005,0.3,TH3 z3-10 w40 r1,1,69,75,71.7,81.5,5,6,71.7
369,GRU-AE,128,150,30,0.005,0.3,TH3 z3-10 w40 r1,1,69,75,71.7,81.5,5,6,71.7
370,GRU-AE,128,150,30,0.005,0.3,TH3 z3-10 w40 r1,1,69,75,71.7,81.5,5,6,71.7
371,GRU-AE,256,150,30,0.005,0.3,TH4 α3.5 w200 c2 r10,10,69.1,75,71.7,81.1,5,6,71.7
372,GRU-AE,128,150,30,0.005,0.3,TH4 α3.5 w200 c2 r10,10,69.1,75,71.7,81.4,5,6,71.7
373,GRU-AE,256,150,30,0.005,0.3,TH4 α3.5 w200 c2 r10,10,69.1,75,71.7,81.1,5,6,71.7
374,GRU-AE,128,150,30,0.005,0.3,TH4 α3.5 w200 c2 r10,10,69.1,75,71.7,81.4,5,6,71.7
375,GRU-AE,128,150,30,0.005,0.3,TH4 α3.5 w200 c5 r10,10,69.1,75,71.7,81.4,5,6,71.7
376,GRU-AE,128,150,30,0.005,0.3,TH4 α3.5 w200 c5 r10,10,69.1,75,71.7,81.4,5,6,71.7
377,GRU-AE,128,150,30,0.005,0.3,TH4 α3.5 w200 c5 r10,10,69.1,75,71.7,81.4,5,6,71.7
378,GRU-AE,8,100,30,0.005,0.3,TH3 z3-10 w120 r10,10,68.6,75,71.3,91.6,5,6,71.3
379,GRU-AE,256,150,30,0.005,0.3,TH3 z3-10 w40 r1,1,68.1,75,71.2,81.4,5,6,71.2
380,GRU-AE,8,30,30,0.005,0.3,TH4 α2 w200 c5 r1,1,67.8,75,70.9,84,5,6,70.9
381,GRU-AE,128,30,30,0.005,0.3,TH4 α2 w200 c2 r1,1,67.6,75,70.7,84.2,5,6,70.7
382,GRU-AE,128,150,30,0.005,0.3,TH2 α3.5 w80 r10,10,66.5,75,69.9,81.1,5,6,69.9
383,GRU-AE,128,150,30,0.005,0.3,TH2 α3.5 w80 r10,10,66.5,75,69.9,81.1,5,6,69.9
384,GRU-AE,256,30,30,0.005,0.3,TH3 z2-10 w80 r10,10,62.1,75,67,89.3,5,6,67
385,GRU-AE,8,30,30,0.005,0.3,TH2 α3.5 w40 r10,10,61.8,75,66.1,90.3,5,6,66.1
386,GRU-AE,8,100,30,0.005,0.3,TH4 α2 w200 c5 r5,5,59.7,75,64.7,81.4,5,6,64.7
387,GRU-AE,8,30,30,0.005,0.3,TH2 α3.5 w40 r50,50,52.5,75,56.6,83.7,5,6,56.6
388,GRU-AE,128,30,30,0.005,0.3,TH3 z3-10 w120 r1,1,48.5,50,49.2,77.3,4,6,49.2
389,GRU-AE,256,30,30,0.005,0.3,TH4 α3.5 w200 c5 r1,1,47.4,50,48.6,67.5,4,6,48.6
390,GRU-AE,128,30,30,0.005,0.3,TH3 z3-10 w120 r5,5,46.2,50,47.9,77.1,4,6,47.9
391,GRU-AE,128,30,30,0.005,0.3,TH3 z2-10 w120 r5,5,43.1,50,46.1,76.6,4,6,46.1
392,GRU-AE,256,30,30,0.005,0.3,TH4 α3.5 w200 c5 r10,10,43.2,50,46.1,66.6,4,6,46.1
393,GRU-AE,128,30,30,0.005,0.3,TH3 z3-10 w80 r5,5,42.7,50,45.7,76.8,4,6,45.7
394,GRU-AE,128,30,30,0.005,0.3,TH3 z3-10 w80 r5,5,42.7,50,45.7,76.8,4,6,45.7
395,GRU-AE,128,30,30,0.005,0.3,TH3 z3-10 w80 r5,5,42.7,50,45.7,76.8,4,6,45.7
396,GRU-AE,128,30,30,0.005,0.3,TH3 z3-10 w80 r5,5,42.7,50,45.7,76.8,4,6,45.7
397,GRU-AE,8,30,30,0.005,0.3,TH4 α3.5 w200 c2 r10,10,42.2,50,45.4,66.5,4,6,45.4
398,GRU-AE,8,100,30,0.005,0.3,TH4 α3.5 w200 c2 r10,10,42.2,50,45.4,66.3,4,6,45.4
399,GRU-AE,128,30,30,0.005,0.3,TH3 z3-10 w80 r1,1,19,25,21.6,59.5,3,6,21.6
400,GRU-AE,128,30,30,0.005,0.3,TH2 α3.5 w80 r10,10,15.3,25,19,59,3,6,19
